feature,top10_mean_abs_corr,max_abs_corr_other_feat,cluster_size_thr_0.8,cluster_size_thr_0.5,industry_score
Feature_962,0.8455915039777755,1.0000471115112304,6,35,0.5553549023866653
Feature_240,0.8316976922750474,0.8810616672039032,7,33,0.5550186153650285
Feature_1086,0.817721089720726,0.8289655089378357,8,31,0.5546326538324355
Feature_438,0.8308349427580832,0.9444556415081025,7,12,0.55450096565485
Feature_261,0.843640420436859,0.9570447981357575,6,17,0.5541842522621154
Feature_759,0.83024968624115,0.9416239619255066,7,49,0.55414981174469
Feature_231,0.8294477663654835,0.9175107538700104,7,22,0.55366865981929
Feature_209,0.8424680405855179,0.9117190122604371,6,73,0.5534808243513107
Feature_1061,0.8290164214372634,0.9112354815006256,7,51,0.553409852862358
Feature_724,0.8405734390020371,0.90923712849617,6,127,0.5523440634012222
Feature_985,0.8272293388843537,0.9223558366298675,7,13,0.5523376033306122
Feature_622,0.8264749360084533,0.8889236867427825,7,98,0.551884961605072
Feature_312,0.83918277323246,0.9949720203876495,6,93,0.5515096639394761
Feature_434,0.8385656982660293,0.9550331234931946,6,13,0.5511394189596176
Feature_932,0.8385105776786803,0.9788106918334961,6,36,0.5511063466072083
Feature_127,0.8251737928390502,0.9401680111885071,7,11,0.5511042757034301
Feature_494,0.8249521827697753,0.9421798527240753,7,13,0.5509713096618652
Feature_563,0.837781589627266,0.9949720203876495,6,93,0.5506689537763596
Feature_24,0.8240308374166488,0.8906984031200409,7,138,0.5504185024499894
Feature_596,0.8191698747873305,0.8698484420776367,7,112,0.5475019248723983
Feature_221,0.8055220267921687,0.9798154532909393,8,9,0.5473132160753011
Feature_470,0.8316349949687719,0.9243180811405182,6,22,0.5469809969812631
Feature_11,0.8316308325529098,0.9129180252552033,6,104,0.5469784995317459
Feature_224,0.804482130408287,0.9240388035774231,8,9,0.5466892782449722
Feature_376,0.8310960000753402,0.9715336501598358,6,93,0.5466576000452041
Feature_404,0.8282868587970732,0.926330816745758,6,17,0.544972115278244
Feature_443,0.8263438045978546,0.9249577581882477,6,14,0.5438062827587128
Feature_500,0.8247571021318436,0.9304348707199097,6,13,0.5428542612791062
Feature_963,0.837137493491173,0.9724353790283203,5,35,0.5422824960947038
Feature_501,0.8235320365428924,0.9308916389942169,6,12,0.5421192219257355
Feature_562,0.8227874076366424,0.9179029643535614,6,56,0.5416724445819854
Feature_748,0.8080373048782349,0.8321795284748077,7,84,0.540822382926941
Feature_129,0.8201628684997558,0.9052864372730255,6,12,0.5400977210998535
Feature_782,0.8331358140707016,0.9403647601604461,5,84,0.5398814884424209
Feature_753,0.8057368046045303,0.8439510703086853,7,105,0.5394420827627182
Feature_884,0.8320593023300169,0.9636047780513763,5,34,0.5392355813980101
Feature_473,0.8186318048089744,0.9175107538700104,6,21,0.5391790828853846
Feature_9,0.8172106045484544,0.9174703419208526,6,97,0.5383263627290726
Feature_606,0.8156941810250282,0.8750496923923492,6,103,0.5374165086150169
Feature_600,0.8139081871509554,0.8909278392791748,6,96,0.5363449122905732
Feature_824,0.8392574030160903,1.0004764318466186,4,38,0.5355544418096542
Feature_839,0.8392573422193527,1.0004764318466186,4,38,0.5355544053316116
Feature_613,0.8255721053481102,0.9520352482795715,5,101,0.5353432632088662
Feature_363,0.810021873190999,0.8632423937320709,6,33,0.5340131239145994
Feature_592,0.8229926383495331,0.901913332939148,5,120,0.5337955830097199
Feature_594,0.8094254121184349,0.8810944855213165,6,95,0.533655247271061
Feature_28,0.8226619619131089,0.9290465593338013,5,98,0.5335971771478654
Feature_669,0.8223875495791436,0.9553039610385895,5,92,0.5334325297474861
Feature_33,0.8183502864837646,0.9047094523906708,5,115,0.5310101718902588
Feature_612,0.8179493010044098,0.9233391523361206,5,90,0.5307695806026459
Feature_425,0.8012240666151047,0.9062595844268799,6,10,0.5287344399690628
Feature_588,0.8144201582670212,0.8910464704036712,5,110,0.5286520949602127
Feature_253,0.8005500078201294,0.9308916389942169,6,12,0.5283300046920777
Feature_611,0.8270707166194917,0.9520352482795715,4,95,0.528242429971695
Feature_736,0.8133721309900283,0.9087477445602417,5,61,0.528023278594017
Feature_752,0.7998429715633393,0.8313024699687958,6,87,0.5279057829380036
Feature_474,0.812884561419487,0.9082816243171692,5,31,0.5277307368516921
Feature_728,0.8127465486526487,0.9409871816635131,5,65,0.5276479291915892
Feature_507,0.8125403934717179,0.8871394336223603,5,17,0.5275242360830308
Feature_481,0.7989741617441177,0.9104334890842438,6,10,0.5273844970464706
Feature_454,0.8114917373657227,0.9194340646266937,5,40,0.5268950424194336
Feature_264,0.8112698140740395,0.873591947555542,5,16,0.5267618884444237
Feature_773,0.8101232942938805,0.9344954371452332,5,63,0.5260739765763283
Feature_682,0.8093697041273117,0.8927218556404114,5,82,0.525621822476387
Feature_418,0.806529069542885,0.9046864807605743,5,13,0.523917441725731
Feature_131,0.7930424344539643,0.9401680111885071,6,11,0.5238254606723786
Feature_437,0.8061462730169296,0.9386829316616059,5,11,0.5236877638101578
Feature_460,0.8058184957504272,0.8631334900856018,5,22,0.5234910974502563
Feature_466,0.8002977866027505,0.9144632697105408,5,21,0.5201786719616504
Feature_496,0.8000076615810393,0.8850460588932038,5,14,0.5200045969486236
Feature_626,0.7999603497982025,0.8889236867427825,5,109,0.5199762098789215
Feature_22,0.8112545990943909,0.8802560031414032,4,97,0.5187527594566346
Feature_913,0.7967912465333938,0.9082387983798981,5,30,0.5180747479200363
Feature_916,0.8090190970897675,0.9057673692703248,4,23,0.5174114582538605
Feature_601,0.8084270548820495,0.9130015075206757,4,86,0.5170562329292296
Feature_431,0.7950669959187509,0.9444556415081025,5,11,0.5170401975512505
Feature_667,0.8213759899139405,0.9553039610385895,3,88,0.5168255939483642
Feature_668,0.807835890352726,0.9207670629024506,4,82,0.5167015342116356
Feature_413,0.7810693371295929,0.913565456867218,6,11,0.5166416022777558
Feature_602,0.7942600494623184,0.8517150819301605,5,72,0.516556029677391
Feature_525,0.8073283547163008,0.9921429276466369,4,21,0.5163970128297805
Feature_1000,0.7803465211391448,0.903329211473465,6,29,0.5162079126834869
Feature_375,0.8066266757249834,0.9921429276466369,4,21,0.51597600543499
Feature_632,0.8018607732653619,0.8805518865585327,4,65,0.5131164639592171
Feature_157,0.7882338789105415,0.9795383512973785,5,11,0.5129403273463249
Feature_32,0.8006684297323228,0.901913332939148,4,111,0.5124010578393936
Feature_258,0.7850271141529083,0.8999318838119507,5,14,0.511016268491745
Feature_1134,0.8114818286895753,0.9223558366298675,3,13,0.5108890972137452
Feature_522,0.7973017513751983,0.8907918393611908,4,12,0.510381050825119
Feature_586,0.7965198224782943,0.8899491131305695,4,80,0.5099118934869766
Feature_688,0.794557196199894,0.8809160411357879,4,59,0.5087343177199364
Feature_432,0.7937045904994011,0.9795383512973785,4,11,0.5082227542996407
Feature_464,0.791882631124463,0.8952725350856781,4,22,0.5071295786746778
Feature_257,0.7911919450759888,0.877530860900879,4,16,0.5067151670455933
Feature_130,0.7906101435422898,0.9397653102874756,4,11,0.5063660861253738
Feature_604,0.7883445483446122,0.8695484638214112,4,61,0.5050067290067674
Feature_631,0.8011252665519715,0.9270940780639648,3,89,0.5046751599311828
Feature_491,0.7865771222114564,0.9422774195671082,4,10,0.5039462733268738
Feature_930,0.8128410321474077,0.9496809482574463,2,32,0.5037046192884446
Feature_442,0.785497213602066,0.8947961688041687,4,13,0.5032983281612396
Feature_503,0.7849239945411682,0.8926825225353241,4,15,0.5029543967247009
Feature_206,0.7844469583034515,0.9117190122604371,4,59,0.5026681749820708
Feature_687,0.7973470535874367,0.9332812249660491,3,79,0.502408232152462
Feature_764,0.7830270290374756,0.8946341574192047,4,42,0.5018162174224853
Feature_749,0.7959260731935501,0.8454480588436126,3,73,0.5015556439161301
Feature_674,0.7825463700294495,0.8726055681705475,4,44,0.5015278220176697
Feature_689,0.7921756640076637,0.9332812249660491,3,94,0.4993053984045982
Feature_750,0.7919798547029495,0.858914065361023,3,43,0.4991879128217697
Feature_513,0.7784260079264641,0.9676782369613648,4,98,0.4990556047558784
Feature_561,0.7892711973190308,0.9947737574577331,3,43,0.4975627183914185
Feature_296,0.7891632050275803,0.9947737574577331,3,43,0.49749792301654816
Feature_618,0.7751186460256576,0.8624948620796203,4,49,0.4970711876153946
Feature_664,0.7880115002393724,0.8984950125217438,3,46,0.49680690014362344
Feature_88,0.774637507200241,0.9950696885585785,4,18,0.4967825043201446
Feature_159,0.7740415114164352,0.8968286991119385,4,14,0.49642490684986107
Feature_234,0.7858512401208281,0.9144632697105408,3,21,0.49551074407249684
Feature_967,0.7842256969213486,0.9122730135917664,3,32,0.49453541815280916
Feature_1137,0.7841122001409531,0.9200508773326874,3,13,0.49446732008457184
Feature_89,0.7705297639966011,0.9950696885585785,4,18,0.4943178583979606
Feature_781,0.770528308749199,0.8512865602970123,4,80,0.4943169852495194
Feature_879,0.79661782681942,0.9496809482574463,2,32,0.49397069609165195
Feature_598,0.7959189417958259,0.8775756597518921,2,98,0.49355136507749553
Feature_903,0.7956980389356614,0.9942158401012421,2,30,0.4934188233613968
Feature_485,0.7556153643131256,0.9868981659412384,5,9,0.4933692185878753
Feature_608,0.7821605050563812,0.8990295767784119,3,55,0.49329630303382876
Feature_898,0.7953935641050339,0.9942158401012421,2,30,0.49323613846302033
Feature_855,0.7814477020502091,0.9230287671089172,3,28,0.4928686212301254
Feature_334,0.7677264291048049,0.8418915152549744,4,82,0.49263585746288296
Feature_14,0.7939923006296159,0.9130015075206757,2,81,0.49239538037776953
Feature_582,0.7805368185043335,0.9446156859397888,3,56,0.4923220911026001
Feature_856,0.78045505464077,0.9230287671089172,3,28,0.492273032784462
Feature_367,0.7654865348420572,0.8546578198671341,4,27,0.4912919209052343
Feature_31,0.7908645367622376,0.8910464704036712,2,101,0.49051872205734254
Feature_245,0.7500667887926101,0.9868981659412384,5,9,0.4900400732755661
Feature_484,0.7618013527989388,0.9422774195671082,4,10,0.48908081167936324
Feature_633,0.7875504124164582,0.9270940780639648,2,100,0.4885302474498749
Feature_30,0.7848458003997804,0.8899491131305695,2,76,0.4869074802398682
Feature_984,0.7571885019540787,0.903329211473465,4,31,0.4863131011724472
Feature_331,0.7703530597686769,0.8871646344661712,3,76,0.4862118358612061
Feature_233,0.7692238882556558,0.8968824326992035,3,21,0.4855343329533935
Feature_1138,0.7690557277202607,0.8263938009738923,3,97,0.4854334366321564
Feature_866,0.7540490406751632,0.9501120090484619,4,25,0.48442942440509795
Feature_927,0.7672512316703797,0.9057673692703248,3,22,0.4843507390022278
Feature_519,0.7666243378818035,0.8761852264404297,3,87,0.4839746027290821
Feature_707,0.7665093877911568,0.9811119437217712,3,16,0.4839056326746941
Feature_509,0.7796634736657142,0.8644278168678283,2,90,0.4837980841994285
Feature_708,0.7658972489833833,0.9722045660018921,3,16,0.48353834939003
Feature_848,0.7523102653026581,0.9501120090484619,4,20,0.4833861591815949
Feature_583,0.7763581043481828,0.9672024548053741,2,36,0.48181486260890966
Feature_427,0.7629473373293877,0.8939529836177826,3,13,0.48176840239763263
Feature_673,0.775680995285511,0.857625812292099,2,80,0.48140859717130663
Feature_709,0.762198800444603,0.9811119437217712,3,16,0.4813192802667618
Feature_652,0.7621894204616547,0.9694766938686371,3,14,0.48131365227699285
Feature_651,0.7610258007049561,0.9803037285804749,3,16,0.48061548042297364
Feature_416,0.7458724746108055,0.9487187683582305,4,9,0.4795234847664833
Feature_1083,0.758399309515953,0.8272428274154663,3,19,0.47903958570957184
Feature_614,0.7709004831314087,0.8246138036251068,2,76,0.4785402898788452
Feature_843,0.770347244143486,0.9700835943222046,2,18,0.47820834648609156
Feature_617,0.76977374792099,0.8471771657466889,2,91,0.477864248752594
Feature_42,0.7695257318019867,0.9672024548053741,2,34,0.477715439081192
Feature_648,0.7561677989363671,0.9635932683944702,3,34,0.47770067936182026
Feature_715,0.7559849721193312,0.9500904083251953,3,27,0.47759098327159877
Feature_125,0.7422822895646095,0.9487187683582305,4,9,0.47736937373876565
Feature_653,0.7555869793891907,0.9803037285804749,3,16,0.47735218763351445
Feature_777,0.7688038057088852,0.8414726614952087,2,69,0.4772822834253311
Feature_1067,0.7554109984636306,0.9250803649425506,3,22,0.47724659907817835
Feature_8,0.781924597620964,0.9179029643535614,1,52,0.4771547585725784
Feature_887,0.7812187087535858,0.865505576133728,1,42,0.47673122525215145
Feature_126,0.7541614538431168,0.9020771324634552,3,12,0.4764968723058701
Feature_1065,0.753620098233223,0.9250803649425506,3,22,0.47617205893993375
Feature_659,0.753584929406643,0.947197026014328,3,29,0.4761509576439858
Feature_374,0.753037556707859,0.915096229314804,3,26,0.4758225340247154
Feature_737,0.7663054883480072,0.9087477445602417,2,40,0.4757832930088043
Feature_212,0.7793905913829804,0.9194340646266937,1,36,0.4756343548297882
Feature_663,0.7519973123073578,0.8169592976570129,3,50,0.47519838738441467
Feature_647,0.751759548485279,0.9769280254840851,3,37,0.47505572909116744
Feature_277,0.7648319673538208,0.9676782369613648,2,94,0.47489918041229245
Feature_580,0.7648317426443101,0.9158182561397552,2,91,0.474899045586586
Feature_463,0.7637070564646273,0.8968824326992035,2,21,0.4742242338787764
Feature_717,0.7499172538518906,0.9500904083251953,3,26,0.47395035231113436
Feature_615,0.7629886603355407,0.8471771657466889,2,77,0.47379319620132443
Feature_456,0.7627956652641296,0.876822030544281,2,56,0.47367739915847773
Feature_780,0.7615221309661865,0.8405045628547668,2,75,0.4729132785797119
Feature_696,0.7478800135850907,0.9445702850818634,3,19,0.4727280081510544
Feature_704,0.7478772801160813,0.9637028515338898,3,21,0.4727263680696488
Feature_640,0.7476038485765457,0.9462600231170655,3,30,0.47256230914592745
Feature_469,0.7741266033705324,0.8968911170959473,1,21,0.47247596202231945
Feature_671,0.7606878596544266,0.857625812292099,2,72,0.472412715792656
Feature_661,0.746272012591362,0.947197026014328,3,29,0.4717632075548172
Feature_346,0.7595320618152619,0.8363015353679657,2,100,0.47171923708915714
Feature_539,0.7588724830746649,0.9959952116012574,2,27,0.47132348984479894
Feature_649,0.7450129795074464,0.9769280254840851,3,36,0.47100778770446783
Feature_703,0.744837270975113,0.9765214025974274,3,20,0.4709023625850678
Feature_294,0.7575684991478919,0.9959952116012574,2,27,0.4705410994887351
Feature_585,0.7575320565700532,0.9028261721134185,2,96,0.4705192339420319
Feature_371,0.7306803084164859,0.8660606563091278,4,25,0.47040818504989157
Feature_787,0.7705900675058365,0.9344954371452332,1,45,0.4703540405035019
Feature_41,0.7699959450960159,0.9446156859397888,1,57,0.46999756705760953
Feature_1135,0.7425406885147094,0.8937570154666901,3,13,0.4695244131088257
Feature_534,0.7157793655991554,0.9370508313179016,5,9,0.4694676193594932
Feature_581,0.7552330219745637,0.8991715550422669,2,77,0.4691398131847382
Feature_20,0.7678535813093185,0.8176085710525512,1,83,0.4687121487855911
Feature_370,0.740641576871276,0.860032108426094,3,26,0.4683849461227656
Feature_343,0.7538477492332458,0.8129931271076203,2,91,0.4683086495399475
Feature_701,0.7533726355433463,0.8984950125217438,2,20,0.4680235813260078
Feature_607,0.7529726511240005,0.810973870754242,2,49,0.4677835906744003
Feature_645,0.7527633836865426,0.8990295767784119,2,29,0.46765803021192554
Feature_1053,0.7381406996957958,0.9852953910827636,3,11,0.46688441981747747
Feature_1054,0.7380330832116305,0.9919231295585632,3,11,0.46681984992697834
Feature_705,0.7378833654522896,0.9765214025974274,3,20,0.46673001927137375
Feature_639,0.7503784480690955,0.9645795285701751,2,29,0.46622706884145726
Feature_775,0.7634342989325523,0.8362910330295563,1,82,0.4660605793595314
Feature_683,0.7365825992822648,0.8575098931789398,3,32,0.46594955956935885
Feature_1055,0.7360421256534755,0.9919231295585632,3,11,0.4656252753920853
Feature_695,0.749027550816536,0.967039954662323,2,23,0.46541653048992165
Feature_1050,0.7353348782658576,0.9728041827678681,3,12,0.4652009269595146
Feature_654,0.7352552652359009,0.9220978558063507,3,12,0.46515315914154054
Feature_710,0.7348045298457144,0.9256511688232422,3,12,0.4648827179074287
Feature_634,0.748021187186241,0.8143579125404358,2,54,0.4648127123117446
Feature_1051,0.7341961064934731,0.9728041827678681,3,11,0.4645176638960839
Feature_820,0.7459033784270287,1.0004764914512634,2,20,0.4635420270562172
Feature_978,0.7459033784270287,1.0004764914512634,2,20,0.4635420270562172
Feature_845,0.7581331080198288,0.9845727324485779,1,35,0.46287986481189725
Feature_40,0.7580018025636673,0.9158182561397552,1,90,0.4628010815382004
Feature_616,0.7446201109886169,0.8244459986686706,2,58,0.46277206659317016
Feature_823,0.7579408544301987,0.9845727324485779,1,35,0.4627645126581192
Feature_17,0.7571236926317215,0.8021249413490296,1,79,0.4622742155790329
Feature_1129,0.7299798712134361,0.9106752514839173,3,17,0.46198792272806166
Feature_349,0.7430412143468856,0.8190341532230377,2,86,0.4618247286081314
Feature_75,0.7295223468542098,0.8673521280288696,3,23,0.46171340811252587
Feature_937,0.769420039653778,0.769420039653778,0,31,0.4616520237922668
Feature_521,0.741596622467041,0.8069960296154022,2,92,0.46095797348022455
Feature_337,0.740629210472107,0.845158976316452,2,89,0.46037752628326417
Feature_579,0.7406137657165528,0.8895035922527313,2,78,0.4603682594299317
Feature_352,0.7404856783151627,0.8080956518650055,2,81,0.4602914069890976
Feature_641,0.7404039180278776,0.9645795285701751,2,27,0.4602423508167266
Feature_844,0.7528804817795753,0.9700835943222046,1,18,0.4597282890677452
Feature_295,0.7395084008574486,0.9952077507972718,2,33,0.4597050405144692
Feature_672,0.7393827933073045,0.8161844730377197,2,49,0.4596296759843827
Feature_555,0.7390962672233583,0.9952077507972718,2,33,0.459457760334015
Feature_670,0.752418270111084,0.8124221861362457,1,64,0.45945096206665037
Feature_699,0.7386619260907173,0.8865723192691803,2,16,0.4591971556544304
Feature_697,0.7381972515583038,0.967039954662323,2,23,0.4589183509349823
Feature_643,0.7381699922680854,0.8826387405395508,2,22,0.45890199536085124
Feature_208,0.7379964768886565,0.8218567728996277,2,29,0.45879788613319394
Feature_440,0.7378756096959114,0.8968286991119385,2,15,0.4587253658175468
Feature_776,0.7378108716011047,0.8428907632827759,2,66,0.4586865229606628
Feature_627,0.7374379798769951,0.8689290285110474,2,32,0.45846278792619705
Feature_535,0.7098047207295894,0.9513140141963958,4,7,0.45788283243775363
Feature_1132,0.7359223276376723,0.8421255707740783,2,17,0.45755339658260336
Feature_957,0.7490383523702622,0.8247460901737214,1,37,0.4574230114221573
Feature_56,0.722346593439579,0.8880959928035737,3,14,0.4574079560637474
Feature_448,0.7352895367145538,0.8684239387512207,2,11,0.45717372202873224
Feature_851,0.7215861487388611,0.9226686596870423,3,17,0.45695168924331664
Feature_650,0.7201609760522842,0.8952827632427216,3,26,0.45609658563137057
Feature_1033,0.7467205196619033,0.8264766812324524,1,19,0.456032311797142
Feature_515,0.7464546304941176,0.8938105404376984,1,78,0.4558727782964706
Feature_511,0.7326488476991653,0.8280609309673309,2,95,0.45558930861949914
Feature_1066,0.7188062959909438,0.9065442442893982,3,18,0.4552837775945663
Feature_532,0.7052410364151,0.9315312385559082,4,21,0.45514462184906
Feature_751,0.7452203264832497,0.8254724621772767,1,22,0.4551321958899498
Feature_39,0.7450771009922028,0.9028261721134185,1,91,0.45504626059532166
Feature_609,0.7449993255734444,0.8498834192752838,1,49,0.45499959534406664
Feature_512,0.730972768217325,0.8761852264404297,2,82,0.45458366093039504
Feature_917,0.7305424553155898,0.9018161833286286,2,22,0.4543254731893539
Feature_487,0.7167422965168952,0.937161660194397,3,11,0.45404537791013716
Feature_1082,0.7550951224565505,0.7862186074256897,0,14,0.4530570734739303
Feature_814,0.7011250299215318,0.8634319126605987,4,14,0.4526750179529191
Feature_236,0.7411025463789702,0.8968911170959473,1,21,0.4526615278273821
Feature_665,0.7403783023357392,0.8502550065517426,1,52,0.4522269814014435
Feature_853,0.713648115694523,0.9226686596870423,3,12,0.4521888694167138
Feature_1080,0.7532779002189638,0.7792579352855682,0,13,0.4519667401313783
Feature_536,0.6989337173104286,0.9621362328529358,4,7,0.45136023038625717
Feature_778,0.7248849782347678,0.8341246843338013,2,35,0.4509309869408607
Feature_591,0.7366089373826982,0.8885257780551911,1,46,0.4499653624296189
Feature_373,0.7095628134161234,0.915096229314804,3,26,0.449737688049674
Feature_690,0.736030177772045,0.8227116823196411,1,48,0.44961810666322705
Feature_417,0.722572768330574,0.8540503680706024,2,12,0.4495436609983444
Feature_18,0.7350212615728379,0.803654944896698,1,76,0.44901275694370274
Feature_660,0.7215539136528969,0.9079651951789856,2,27,0.44893234819173816
Feature_230,0.7337094824481756,0.8491835534572602,1,21,0.44822568946890534
Feature_716,0.7203650054335593,0.9133630990982056,2,20,0.4482190032601356
Feature_21,0.733038834631443,0.8254034459590912,1,67,0.44782330077886584
Feature_1130,0.7196077463030816,0.9106752514839173,2,17,0.44776464778184893
Feature_364,0.7457691977173091,0.7800005167722702,0,27,0.44746151863038547
Feature_584,0.73114002764225,0.8860282480716706,1,64,0.44668401658534995
Feature_1064,0.7040668317675591,0.8933229863643646,3,18,0.4464400990605355
Feature_706,0.7039309394359589,0.8952358961105347,3,15,0.44635856366157534
Feature_1056,0.7036354453675449,0.9073652505874634,3,12,0.4461812672205269
Feature_38,0.7298647594451904,0.8991715550422669,1,75,0.4459188556671142
Feature_415,0.7159710270166397,0.8917233526706696,2,13,0.44558261620998385
Feature_885,0.7291810807585717,0.9840588092803955,1,33,0.445508648455143
Feature_961,0.7414658021926879,0.7773496389389039,0,24,0.4448794813156127
Feature_964,0.7279638001322747,0.9840588092803955,1,32,0.4447782800793648
Feature_401,0.7278442940115929,0.803463152050972,1,56,0.4447065764069557
Feature_372,0.7008382717426866,0.8897293388843537,3,25,0.444502963045612
Feature_37,0.7270803898572922,0.8895035922527313,1,73,0.4442482339143753
Feature_666,0.7264053350687028,0.8404707252979279,1,35,0.44384320104122166
Feature_29,0.7263801169395447,0.8885257780551911,1,45,0.44382807016372683
Feature_1049,0.7122792473435402,0.9410219967365265,2,12,0.44336754840612413
Feature_419,0.7122151416540146,0.8318726420402527,2,12,0.44332908499240875
Feature_451,0.7118196219205857,0.8417159974575043,2,23,0.44309177315235143
Feature_1098,0.697680521486327,0.8915934383869171,3,11,0.4426083128917962
Feature_55,0.6971739524602889,0.8880959928035737,3,13,0.44230437147617335
Feature_397,0.7368924251198768,0.7840254724025726,0,81,0.4421354550719261
Feature_490,0.7225113108754158,0.9068868815898895,1,10,0.44150678652524944
Feature_517,0.7085253340005875,0.8277248263359069,2,64,0.4411152004003525
Feature_531,0.68112629160285,0.9621362328529358,4,6,0.44067577496170995
Feature_251,0.7073914471268653,0.937161660194397,2,11,0.44043486827611916
Feature_361,0.7333162933588029,0.7767806768417358,0,67,0.4399897760152817
Feature_462,0.7327466695010662,0.7932610022835433,0,22,0.43964800170063967
Feature_684,0.7191381135582924,0.8404595911502838,1,31,0.43948286813497545
Feature_692,0.7186588969826698,0.853745037317276,1,20,0.4391953381896019
Feature_629,0.7181071591377257,0.8073805034160614,1,28,0.43886429548263545
Feature_16,0.7309559941291809,0.7846899211406708,0,74,0.43857359647750854
Feature_423,0.7036016252636909,0.8509214282035827,2,10,0.4381609751582145
Feature_232,0.7299438409879804,0.7544025421142578,0,21,0.43796630459278824
Feature_610,0.7161466962099077,0.8380154609680176,1,49,0.4376880177259446
Feature_19,0.7289603084325791,0.7898963928222656,0,91,0.43737618505954745
Feature_36,0.7152582055330277,0.8860282480716706,1,62,0.4371549233198166
Feature_816,0.7151400473713875,0.8412310898303985,1,12,0.4370840284228325
Feature_80,0.7281236231327056,0.7906923353672027,0,61,0.43687417387962335
Feature_283,0.7145735213160516,0.8938105404376984,1,80,0.43674411278963093
Feature_933,0.7143683052062988,1.0004145681858063,1,16,0.4366209831237793
Feature_818,0.7143598073720933,1.0004145681858063,1,16,0.43661588442325594
Feature_405,0.7003777602314949,0.8340698659420014,2,15,0.43622665613889694
Feature_628,0.7135025197267534,0.8430713534355163,1,49,0.436101511836052
Feature_842,0.71333520591259,0.8264766812324524,1,22,0.436001123547554
Feature_942,0.713233727812767,0.9827967762947083,1,20,0.4359402366876602
Feature_391,0.7252975317835807,0.7633904129266739,0,80,0.43517851907014843
Feature_693,0.6983648830652236,0.8027905106544495,2,14,0.43501892983913415
Feature_865,0.6981916117668152,0.8725473046302795,2,17,0.43491496706008914
Feature_897,0.7113234424591064,0.9950780034065246,1,31,0.43479406547546384
Feature_958,0.7101554524898529,0.9827967762947083,1,20,0.43409327149391175
Feature_279,0.7100669682025909,0.8005592703819275,1,75,0.4340401809215545
Feature_15,0.7231941503286362,0.7846888780593873,0,50,0.4339164901971817
Feature_476,0.6964589130878448,0.8159711956977844,2,28,0.43387534785270687
Feature_924,0.7090687799453735,0.9950780034065246,1,31,0.4334412679672241
Feature_636,0.7080890777707101,0.8495219886302948,1,38,0.43285344666242603
Feature_472,0.7213213455956429,0.7896979212760925,0,21,0.43279280735738573
Feature_403,0.7071822193264962,0.8069960296154022,1,72,0.4323093315958977
Feature_702,0.7068977031111717,0.8531202852725983,1,23,0.43213862186670304
Feature_765,0.6921508777141571,0.8946341574192047,2,19,0.43129052662849426
Feature_355,0.718545441031456,0.78698028922081,0,70,0.4311272646188736
Feature_530,0.6898204782605171,0.9315312385559082,2,20,0.42989228695631027
Feature_1052,0.6881321072578429,0.8469566285610199,2,11,0.42887926435470575
Feature_1110,0.7133811920881271,0.7338910877704621,0,67,0.4280287152528763
Feature_637,0.6986843371391297,0.8098545432090759,1,21,0.4272106022834778
Feature_1046,0.6828418645262719,0.9570288479328155,2,11,0.42570511871576316
Feature_281,0.6952882742881775,0.8106405735015869,1,84,0.4251729645729065
Feature_646,0.6952588263154029,0.8445292949676514,1,28,0.42515529578924177
Feature_1047,0.6818125262856485,0.9570288479328155,2,11,0.4250875157713891
Feature_101,0.6939166808128356,0.9675131022930146,1,19,0.4243500084877014
Feature_868,0.7070427191257477,0.7506180703639984,0,47,0.4242256314754486
Feature_100,0.6934875431656838,0.8673521280288696,1,24,0.4240925258994103
Feature_920,0.7064795207977295,0.7703259110450744,0,17,0.42388771247863766
Feature_395,0.6928551289439201,0.9675131022930146,1,19,0.42371307736635205
Feature_393,0.6902920311689378,0.8280609309673309,1,66,0.42217521870136265
Feature_881,0.6901155513525008,0.8247460901737214,1,27,0.4220693308115005
Feature_993,0.7033741664886475,0.7546228110790253,0,33,0.42202449989318847
Feature_815,0.6886975449323656,0.8212017953395844,1,17,0.42121852695941936
Feature_864,0.7015792721509932,0.7323971867561341,0,15,0.42094756329059596
Feature_998,0.7013859850168229,0.7223625302314758,0,10,0.42083159101009376
Feature_779,0.6727370885014534,0.8228802561759949,2,16,0.41964225310087205
Feature_826,0.6722630977630615,0.9199779450893402,2,23,0.41935785865783687
Feature_69,0.6712021678686142,0.8261771321296691,2,13,0.41872130072116853
Feature_925,0.6972409176826477,0.7216932952404023,0,33,0.41834455060958864
Feature_686,0.6829152524471283,0.8404556035995483,1,28,0.41774915146827696
Feature_1128,0.6692693135142327,0.8351114988327026,2,15,0.4175615881085396
Feature_860,0.6825324529409409,0.8247481763362885,1,13,0.41751947176456455
Feature_642,0.6820256957411768,0.8317882657051087,1,23,0.4172154174447061
Feature_987,0.695104393362999,0.695104393362999,0,30,0.4170626360177994
Feature_161,0.6677599424123764,0.8908547341823578,2,12,0.41665596544742584
Feature_1084,0.6944030529260635,0.7335844695568084,0,31,0.4166418317556381
Feature_1125,0.6663457229733468,0.8314038991928101,2,9,0.4158074337840081
Feature_132,0.679150105714798,0.8917233526706696,1,11,0.4154900634288788
Feature_834,0.6641959117352962,0.871649831533432,2,8,0.41451754704117777
Feature_523,0.6900787669420242,0.7951337456703186,0,15,0.4140472601652145
Feature_883,0.6898995277285576,0.7782377362251282,0,30,0.4139397166371345
